Year,Month,Month_Year,IndustryLvl1,IndustryLvl2,IndustryLvl3,IndustryLvl4,AFF2017,Region,Local_Government_District,Age,Age_Group,FocusArea1,FocusArea2,QuadBike,No_of_Fatalities
2016,8,01AUG2016,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Hawke's Bay,Hastings,24,15-24,Forestry,Breaking Out,,1
2016,9,01SEP2016,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Canterbury,Ashburton,50,45-54,Agriculture,Vehicles & Machinery,Yes,1
2016,9,01SEP2016,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Auckland,Auckland,60,55-64,Not a focus area,Vehicles & Machinery,,1
2016,10,01OCT2016,Health Care and Social Assistance,Residential Care Services,Residential Care Services,Aged Care Residential Services,Health Care and Social Assistance,Taranaki,New Plymouth,63,55-64,Not a focus area,Sudden Death,,1
2016,11,01NOV2016,"Agriculture, Forestry and Fishing",Agriculture,Other Livestock Farming,Beekeeping,Agriculture,Marlborough,Marlborough,51,45-54,Agriculture,Vehicles & Machinery,,1
2016,11,01NOV2016,Health Care and Social Assistance,Hospitals,Hospitals,Hospitals (except Psychiatric Hospitals),Health Care and Social Assistance,Taranaki,New Plymouth,80,65 and over,Not a focus area,Sudden Death,,1
2016,11,01NOV2016,Health Care and Social Assistance,Social Assistance Services,Child Care Services,Child Care Services,Health Care and Social Assistance,Auckland,Auckland,4,14 and under,Not a focus area,Sudden Death,,1
2016,11,01NOV2016,Manufacturing,Polymer Product and Rubber Product Manufacturing,Polymer Product Manufacturing,Paint and Coatings Manufacturing,Manufacturing,Bay of Plenty,Rotorua,64,55-64,Manufacturing,Vehicles & Machinery,,1
2016,12,01DEC2016,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Auckland,Auckland,43,35-44,Agriculture,Vehicles & Machinery,,1
2016,12,01DEC2016,"Agriculture, Forestry and Fishing",Agriculture,"Grain, Sheep and Beef Cattle Farming",Sheep-Beef Cattle Farming,Agriculture,Manawatu-Whanganui,Whanganui,80,65 and over,Agriculture,Vehicles & Machinery,,1
2016,12,01DEC2016,Arts and Recreation Services,Sport and Recreation Activities,Horse and Dog Racing Activities,Other Horse and Dog Racing Activities,Arts and Recreation Services,Southland,Gore,40,35-44,Not a focus area,Animal,,1
2017,1,01JAN2017,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Northland,Whangarei,64,55-64,Agriculture,Vehicles & Machinery,,1
2017,1,01JAN2017,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Waikato,Waitomo,56,55-64,Agriculture,Vehicles & Machinery,Yes,1
2017,1,01JAN2017,"Agriculture, Forestry and Fishing",Agriculture,Other Livestock Farming,Other Livestock Farming n.e.c.,Agriculture,Canterbury,Waimate,27,25-34,Agriculture,Vehicles & Machinery,,1
2017,1,01JAN2017,"Transport, Postal and Warehousing",Transport Support Services,Water Transport Support Services,Port and Water Transport Terminal Operations,"Transport, Postal and Warehousing",Wellington,Wellington,60,55-64,Ports & Marinas,Fall from height,,1
2017,2,01FEB2017,"Electricity, Gas, Water and Waste Services",Electricity Supply,Electricity Generation,Hydro-electricity Generation,"Electricity, Gas, Water and Waste Services",Waikato,Taupo,21,15-24,Not a focus area,Bodies of Water,,1
2017,2,01FEB2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Canterbury,Christchurch,52,45-54,Construction,Falling/Moving Object,,1
2017,2,01FEB2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Southland,Invercargill,55,55-64,Ports & Marinas,Vehicles & Machinery,,1
2017,3,01MAR2017,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Waikato,Waikato,60,55-64,Agriculture,Vehicles & Machinery,,1
2017,3,01MAR2017,"Agriculture, Forestry and Fishing","Fishing, Hunting and Trapping",Hunting and Trapping,Hunting and Trapping,"Fishing, Hunting and Trapping",Otago,Central Otago,63,55-64,Agriculture,Vehicles & Machinery,Yes,1
2017,3,01MAR2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Gisborne,Gisborne,38,35-44,Forestry,Tree Felling,,1
2017,3,01MAR2017,Construction,Building Construction,Residential Building Construction,Other Residential Building Construction,Construction,Auckland,Manukau,77,65 and over,Construction,Excavation,,1
2017,3,01MAR2017,Public Administration and Safety,Public Administration,Local Government Administration,Local Government Administration,Public Administration and Safety,Hawke's Bay,Hastings,44,35-44,Not a focus area,Vehicles & Machinery,,1
2017,4,01APR2017,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,West Coast,Buller,66,65 and over,Agriculture,Vehicles & Machinery,Yes,1
2017,4,01APR2017,"Agriculture, Forestry and Fishing",Agriculture,Other Livestock Farming,Other Livestock Farming n.e.c.,Agriculture,Waikato,Hamilton,77,65 and over,Agriculture,Animal,,1
2017,4,01APR2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Gisborne,Gisborne,42,35-44,Forestry,Tree Felling,,1
2017,4,01APR2017,Arts and Recreation Services,Sport and Recreation Activities,Sport and Physical Recreation Activities,Sports and Physical Recreation Clubs and Sports Professionals,Arts and Recreation Services,Canterbury,Ashburton,25,25-34,Not a focus area,Vehicles & Machinery,,1
2017,4,01APR2017,Construction,Building Construction,Residential Building Construction,Other Residential Building Construction,Construction,West Coast,Westland,18,15-24,Construction,Falling/Moving Object,,1
2017,4,01APR2017,"Electricity, Gas, Water and Waste Services","Waste Collection, Treatment and Disposal Services",Waste Collection Services,Other Waste Collection Services,"Electricity, Gas, Water and Waste Services",Otago,Queenstown-Lakes,63,55-64,Not a focus area,Vehicles & Machinery,,1
2017,5,01MAY2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Northland,Far North,32,25-34,Forestry,Tree Felling,,1
2017,5,01MAY2017,Construction,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Road and Bridge Construction,Construction,Northland,Whangarei,51,45-54,Construction,Vehicles & Machinery,,1
2017,5,01MAY2017,"Electricity, Gas, Water and Waste Services","Waste Collection, Treatment and Disposal Services",Waste Collection Services,Solid Waste Collection Services,"Electricity, Gas, Water and Waste Services",Gisborne,Gisborne,6,14 and under,Not a focus area,Vehicles & Machinery,,1
2017,5,01MAY2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Auckland,Auckland,42,35-44,Not a focus area,Vehicles & Machinery,,1
2017,6,01JUN2017,"Agriculture, Forestry and Fishing",Agriculture,Poultry Farming,Poultry Farming (Meat),Agriculture,Canterbury,Christchurch,51,45-54,Agriculture,Vehicles & Machinery,,1
2017,6,01JUN2017,Construction,Building Construction,Residential Building Construction,House Construction,Construction,Auckland,Auckland,61,55-64,Construction,Fall from height,,1
2017,6,01JUN2017,Construction,Heavy and Civil Engineering Construction,Heavy and Civil Engineering Construction,Road and Bridge Construction,Construction,Auckland,Auckland,34,25-34,Construction,Vehicles & Machinery,,1
2017,6,01JUN2017,Manufacturing,Beverage and Tobacco Product Manufacturing,Beverage Manufacturing,"Soft Drink, Cordial and Syrup Manufacturing",Manufacturing,Hawke's Bay,Hastings,23,15-24,Manufacturing,Machine Guarding,,1
2017,6,01JUN2017,Manufacturing,Fabricated Metal Product Manufacturing,Structural Metal Product Manufacturing,Structural Steel Fabricating,Manufacturing,Canterbury,Christchurch,60,55-64,Manufacturing,Falling/Moving Object,,1
2017,6,01JUN2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Waikato,Hamilton,18,15-24,Not a focus area,Vehicles & Machinery,,1
2017,6,01JUN2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Waikato,South Waikato,65,65 and over,Construction,Vehicles & Machinery,,1
2017,6,01JUN2017,"Transport, Postal and Warehousing",Transport Support Services,Other Transport Support Services,Other Transport Support Services n.e.c,"Transport, Postal and Warehousing",Auckland,Auckland,35,35-44,Manufacturing,Vehicles & Machinery,,1
2017,7,01JUL2017,Construction,Building Construction,Residential Building Construction,Other Residential Building Construction,Construction,Canterbury,Christchurch,72,65 and over,Construction,Fall from height,,1
2017,7,01JUL2017,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,Real Estate Services,"Rental, Hiring and Real Estate Services",Northland,Whangarei,37,35-44,Not a focus area,Sudden Death,,1
2017,7,01JUL2017,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Real Estate Services,Real Estate Services,"Rental, Hiring and Real Estate Services",Northland,Whangarei,60,55-64,Not a focus area,Sudden Death,,1
2017,8,01AUG2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Gisborne,Gisborne,23,15-24,Forestry,Tree Felling,,1
2017,8,01AUG2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Marlborough,Marlborough,20,15-24,Forestry,Tree Felling,,1
2017,8,01AUG2017,"Electricity, Gas, Water and Waste Services","Waste Collection, Treatment and Disposal Services","Waste Treatment, Disposal and Remediation Services",Waste Remediation and Materials Recovery Services,"Electricity, Gas, Water and Waste Services",Wellington,Lower Hutt,59,55-64,Not a focus area,Hazardous Substances,,1
2017,9,01SEP2017,Manufacturing,Wood Product Manufacturing,Log Sawmilling and Timber Dressing,Timber Resawing and Dressing,Manufacturing,Auckland,Manukau,28,25-34,Manufacturing,Vehicles & Machinery,,1
2017,9,01SEP2017,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,Road Freight Transport,"Transport, Postal and Warehousing",Auckland,Manukau,67,65 and over,Not a focus area,Vehicles & Machinery,,1
2017,10,01OCT2017,Accommodation and Food Services,Food and Beverage Services,"Pubs, Taverns and Bars","Pubs, Taverns and Bars",Accommodation and Food Services,Canterbury,Christchurch,62,55-64,Not a focus area,Fall from height,,1
2017,10,01OCT2017,"Agriculture, Forestry and Fishing",agriculture,"Grain, Sheep and Beef Cattle Farming",Sheep-Beef Cattle Farming,Agriculture,Manawatu-Whanganui,Tararua,68,65 and over,Agriculture,Vehicles & Machinery,Yes,1
2017,10,01OCT2017,Construction,Construction Services,Building Installation Services,Other Building Installation Services,Construction,Nelson,Nelson,67,65 and over,Construction,Fall from height,,1
2017,10,01OCT2017,Manufacturing,Food Product Manufacturing,Meat and Meat Product Manufacturing,Meat Processing,Manufacturing,Wellington,Wellington,44,35-44,Manufacturing,Fall from height,,1
2017,10,01OCT2017,Mining,Non-Metallic Mineral Mining and Quarrying,Construction Material Mining,Gravel and Sand Quarrying,Quarrying,Bay of Plenty,Western Bay of Plenty,63,55-64,Extractives,Vehicles & Machinery,,1
2017,11,01NOV2017,"Agriculture, Forestry and Fishing","Agriculture, Forestry and Fishing Support Services",Agriculture and Fishing Support Services,Other Agriculture and Fishing Support Services,"Agriculture, Forestry and Fishing Support Services",Canterbury,Waimakariri,64,55-64,Agriculture,Vehicles & Machinery,,1
2017,11,01NOV2017,"Electricity, Gas, Water and Waste Services",Electricity Supply,Electricity Distribution,Electricity Distribution,"Electricity, Gas, Water and Waste Services",Canterbury,Christchurch,70,65 and over,Not a focus area,Vehicles & Machinery,,1
2017,12,01DEC2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Forestry,Forestry and Logging,Taranaki,New Plymouth,67,65 and over,Forestry,Tree Felling,,1
2017,12,01DEC2017,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Wellington,Wellington,28,25-34,Forestry,Vehicles & Machinery,,1
2017,12,01DEC2017,Arts and Recreation Services,Sport and Recreation Activities,Amusement and Other Recreation Activities,Amusement and Other Recreation Activities n.e.c.,Arts and Recreation Services,Otago,Queenstown-Lakes,74,65 and over,Adventure Activities,Bodies of Water,,1
2017,12,01DEC2017,"Electricity, Gas, Water and Waste Services","Waste Collection, Treatment and Disposal Services",Waste Collection Services,Solid Waste Collection Services,"Electricity, Gas, Water and Waste Services",Waikato,Waikato,25,25-34,Not a focus area,Vehicles & Machinery,,1
2017,12,01DEC2017,Public Administration and Safety,Public Administration,Central Government Administration,Central Government Administration,Public Administration and Safety,Canterbury,Ashburton,29,25-34,Not a focus area,"Walking, Tramping, Trecking",,1
2018,1,01JAN2018,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Waikato,Waipa,9,14 and under,Agriculture,Vehicles & Machinery,Yes,1
2018,1,01JAN2018,Arts and Recreation Services,Sport and Recreation Activities,Amusement and Other Recreation Activities,Amusement and Other Recreation Activities n.e.c.,Arts and Recreation Services,Otago,Queenstown-Lakes,27,25-34,Adventure Activities,Sudden Death,,1
2018,1,01JAN2018,Arts and Recreation Services,Sport and Recreation Activities,Sport and Physical Recreation Activities,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",Arts and Recreation Services,Waikato,Waikato,28,25-34,Not a focus area,Vehicles & Machinery,,1
2018,1,01JAN2018,Construction,Building Construction,Residential Building Construction,Other Residential Building Construction,Construction,Auckland,Auckland,36,35-44,Construction,Vehicles & Machinery,,1
2018,2,01FEB2018,"Agriculture, Forestry and Fishing",Agriculture,Mushroom and Vegetable Growing,Vegetable Growing (Outdoors),Agriculture,Waikato,Waikato,27,25-34,Agriculture,Vehicles & Machinery,,1
2018,2,01FEB2018,"Agriculture, Forestry and Fishing",Agriculture,Other Livestock Farming,Beekeeping,Agriculture,Gisborne,Gisborne,24,15-24,Agriculture,Vehicles & Machinery,,1
2018,3,01MAR2018,"Agriculture, Forestry and Fishing",Agriculture,"Grain, Sheep and Beef Cattle Farming",Beef Cattle Farming (Specialised),Agriculture,Canterbury,Kaikoura,9,14 and under,Agriculture,Vehicles & Machinery,,1
2018,3,01MAR2018,"Agriculture, Forestry and Fishing",Agriculture,"Grain, Sheep and Beef Cattle Farming",Sheep-Beef Cattle Farming,Agriculture,Marlborough,Marlborough,52,45-54,Agriculture,Vehicles & Machinery,,1
2018,3,01MAR2018,Construction,Construction Services,Building Installation Services,Air Conditioning and Heating Services,Construction,Northland,Far North,73,65 and over,Construction,Fall from height,,1
2018,4,01APR2018,"Agriculture, Forestry and Fishing",Agriculture,Mushroom and Vegetable Growing,Vegetable Growing (Outdoors),Agriculture,Hawke's Bay,Hastings,61,55-64,Agriculture,Vehicles & Machinery,,1
2018,4,01APR2018,Health Care and Social Assistance,Residential Care Services,Residential Care Services,Aged Care Residential Services,Health Care and Social Assistance,Southland,Invercargill,95,65 and over,Not a focus area,Sudden Death,,1
2018,5,01MAY2018,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Marlborough,Marlborough,43,35-44,Forestry,Tree Felling,,1
2018,5,01MAY2018,"Agriculture, Forestry and Fishing",Forestry and Logging,Forestry and Logging,Logging,Forestry and Logging,Northland,Far North,66,65 and over,Forestry,Vehicles & Machinery,,1
2018,5,01MAY2018,Health Care and Social Assistance,Medical and Other Health Care Services,Other Health Care Services,Ambulance Services,Health Care and Social Assistance,Hawke's Bay,Napier,78,65 and over,Not a focus area,Slips and trips,,1
2018,5,01MAY2018,Public Administration and Safety,"Public Order, Safety and Regulatory Services",Public Order and Safety Services,Investigation and Security Services,Public Administration and Safety,Auckland,Manukau,50,45-54,Not a focus area,Sudden Death,,1
2018,6,01JUN2018,"Agriculture, Forestry and Fishing",Agriculture,"Grain, Sheep and Beef Cattle Farming",Sheep-Beef Cattle Farming,Agriculture,Tasman,Tasman,29,25-34,Agriculture,Vehicles & Machinery,,1
2018,7,01JUL2018,"Agriculture, Forestry and Fishing",Agriculture,Dairy Cattle Farming,Dairy Cattle Farming,Agriculture,Taranaki,Stratford,71,65 and over,Agriculture,Vehicles & Machinery,,1
